id,date_listed,ortsteil,bezirk,kiez_premium,lat,lon,property_type,rooms,area_m2,floor,total_floors,building_era,energy_class,position,condition,has_lift,has_balcony,furnished,transit_station,transit_line,transit_distance_min,to_brandenburg_gate_km,kaltmiete_eur_monthly,nebenkosten_eur_monthly,warmmiete_eur_monthly,rent_per_m2_kalt_eur,rent_includes_warmmiete,kaution_months,warmmiete_eur_monthly_usd,year,month
R017713,2/4/2022,Wittenau,Reinickendorf,low,52.59174,13.33245,2_room,2,59.8,4,4,modern_1990_2010,C,seitenflügel,renovierungsbedürftig,TRUE,FALSE,TRUE,Wittenau U,U8,1,8.93,653,163,817,10.92,FALSE,3,882,2022,2
R017714,10/22/2022,Friedrichsfelde,Lichtenberg,low,52.51071,13.51701,4_room,4,74.8,0,6,post_war_1949_1990,D,vorderhaus,modernisiert,TRUE,FALSE,FALSE,Möckernbrücke,U1,111,9.45,699,359,1058,9.36,FALSE,2,1143,2022,10
R017715,5/22/2025,Baumschulenweg,Treptow-Köpenick,medium,52.47564,13.484,3_room,3,79.3,5,8,altbau_pre_1949,G,seitenflügel,renoviert,TRUE,FALSE,FALSE,Blaschkoallee,U7,34,8.5,768,206,974,9.69,TRUE,1,1052,2025,5
R017716,3/22/2026,Schöneberg,Tempelhof-Schöneberg,high,52.48582,13.35034,1_room,1,38.9,0,5,altbau_pre_1949,E,vorderhaus,kernsaniert,FALSE,TRUE,FALSE,Möckernbrücke,U1,34,3.86,675,124,800,17.34,TRUE,2,864,2026,3
R017717,10/14/2022,Treptow,Treptow-Köpenick,medium,52.49087,13.47553,3_room,3,59.5,4,5,altbau_pre_1949,H,seitenflügel,saniert,TRUE,TRUE,FALSE,Fehrbelliner Platz,U7,120,7.2,635,308,944,10.68,FALSE,3,1019,2022,10
R017718,7/14/2022,Malchow,Lichtenberg,low,52.59719,13.48483,2_room,2,38.2,5,8,post_war_1949_1990,H,hinterhaus,kernsaniert,TRUE,TRUE,TRUE,Paracelsus-Bad,U8,109,11.55,211,193,404,5.51,TRUE,3,436,2022,7
R017719,7/11/2020,Biesdorf,Marzahn-Hellersdorf,low,52.51702,13.55185,2_room,2,65.3,3,6,post_war_1949_1990,E,vorderhaus,saniert,TRUE,FALSE,FALSE,Jakob-Kaiser-Platz,U7,218,11.78,384,199,583,5.87,TRUE,3,630,2020,7
R017720,11/2/2022,Haselhorst,Spandau,low,52.53777,13.23449,3_room,3,89.6,6,8,altbau_pre_1949,G,seitenflügel,modernisiert,FALSE,FALSE,TRUE,Rohrdamm,U7,16,9.98,786,331,1117,8.77,FALSE,3,1206,2022,11
R017721,10/12/2022,Treptow,Treptow-Köpenick,medium,52.49719,13.4717,2_room,2,66.4,1,6,post_war_1949_1990,D,seitenflügel,modernisiert,FALSE,TRUE,TRUE,Parchimer Allee,U7,59,6.71,767,334,1102,11.56,FALSE,3,1190,2022,10
R017722,2/28/2021,Baumschulenweg,Treptow-Köpenick,medium,52.46909,13.47581,2_room,2,65.2,4,5,post_war_1949_1990,E,seitenflügel,saniert,FALSE,FALSE,FALSE,Tempelhof S,S Ringbahn,75,8.47,508,176,683,7.79,FALSE,2,738,2021,2
R017723,12/30/2020,Siemensstadt,Spandau,low,52.53905,13.24564,2_room,2,56.1,0,4,post_war_1949_1990,D,vorderhaus,renoviert,TRUE,TRUE,FALSE,Siemensdamm,U7,13,9.28,459,200,659,8.18,TRUE,1,712,2020,12
R017724,1/3/2020,Gropiusstadt,Neukölln,low,52.43362,13.45983,2_room,2,65.8,4,6,post_war_1949_1990,B,hinterhaus,saniert,FALSE,FALSE,FALSE,Südstern,U7,95,10.75,403,219,622,6.13,FALSE,3,672,2020,1
R017725,3/7/2025,Grünau,Treptow-Köpenick,medium,52.40472,13.57914,4_room,4,121.3,1,3,new_post_2010,A,vorderhaus,saniert,TRUE,TRUE,FALSE,Parchimer Allee,U7,115,18.44,2295,304,2600,18.92,FALSE,3,2808,2025,3
R017726,10/15/2025,Steglitz,Steglitz-Zehlendorf,medium,52.46003,13.3108,2_room,2,65.2,3,5,post_war_1949_1990,C,vorderhaus,modernisiert,TRUE,FALSE,FALSE,Görlitzer Bahnhof,U1,100,7.72,1281,196,1478,19.67,FALSE,2,1596,2025,10
R017727,6/28/2023,Steglitz,Steglitz-Zehlendorf,medium,52.44994,13.3351,1_room,1,27.2,3,3,new_post_2010,A,gartenhaus,modernisiert,TRUE,TRUE,FALSE,Alexanderplatz S,Stadtbahn,110,7.92,609,97,707,22.39,TRUE,3,763,2023,6
R017728,11/14/2025,Konradshöhe,Reinickendorf,medium,52.59853,13.20443,3_room,3,112.7,2,5,altbau_pre_1949,E,vorderhaus,saniert,TRUE,TRUE,FALSE,Wilmersdorfer Straße,U7,145,14.86,1361,441,1802,12.07,FALSE,2,1946,2025,11
R017729,7/11/2024,Zehlendorf,Steglitz-Zehlendorf,high,52.43085,13.24219,3_room,3,79.4,1,4,new_post_2010,A,hinterhaus,saniert,TRUE,FALSE,FALSE,Zehlendorf S,S1,5,13.21,2632,275,2906,33.14,FALSE,3,3139,2024,7
R017730,1/7/2026,Mitte (Ort),Mitte,high,52.51823,13.41287,2_room,2,67.7,5,5,altbau_pre_1949,E,vorderhaus,modernisiert,FALSE,FALSE,FALSE,Hackescher Markt,Stadtbahn,7,2.39,2537,202,2740,37.49,FALSE,1,2959,2026,1
R017731,11/13/2023,Hohenschönhausen,Lichtenberg,low,52.56312,13.50766,1_room,1,30.5,0,4,post_war_1949_1990,E,vorderhaus,modernisiert,FALSE,TRUE,FALSE,Uhlandstraße,U1,169,10.22,217,157,373,7.12,TRUE,2,403,2023,11
R017732,11/1/2021,Heiligensee,Reinickendorf,medium,52.61586,13.22609,2_room,2,52.6,0,3,altbau_pre_1949,G,vorderhaus,saniert,FALSE,TRUE,FALSE,Theodor-Heuss-Platz,U2,157,15.09,487,183,669,9.25,TRUE,2,723,2021,11
R017733,5/16/2025,Hellersdorf,Marzahn-Hellersdorf,low,52.53295,13.58696,1_room,1,50.9,4,4,post_war_1949_1990,G,vorderhaus,renoviert,FALSE,TRUE,FALSE,Hermannplatz U8,U8,161,14.28,222,139,360,4.36,FALSE,1,389,2025,5
R017734,3/24/2026,Buch,Pankow,low,52.63738,13.50498,2_room,2,63.6,3,4,altbau_pre_1949,B,seitenflügel,renoviert,FALSE,TRUE,FALSE,Paracelsus-Bad,U8,153,15.98,690,222,912,10.85,FALSE,2,985,2026,3
R017735,12/11/2024,Lichtenrade,Tempelhof-Schöneberg,low,52.3948,13.38903,1_room,1,38.9,2,6,post_war_1949_1990,H,vorderhaus,modernisiert,FALSE,FALSE,FALSE,Klosterstraße,U2,163,13.53,254,130,384,6.53,TRUE,3,415,2024,12
R017736,12/7/2024,Mahlsdorf,Marzahn-Hellersdorf,low,52.49415,13.63377,2_room,2,83.4,2,5,post_war_1949_1990,G,gartenhaus,kernsaniert,TRUE,FALSE,TRUE,Frankfurter Allee,S Ringbahn,124,17.51,594,312,907,7.13,TRUE,2,979,2024,12
R017737,1/22/2020,Marienfelde,Tempelhof-Schöneberg,low,52.40287,13.3784,1_room,1,25.6,3,5,post_war_1949_1990,D,vorderhaus,kernsaniert,TRUE,TRUE,FALSE,Hohenzollerndamm S,S Ringbahn,106,12.61,189,75,265,7.39,TRUE,2,286,2020,1
R017738,2/23/2025,Hohenschönhausen,Lichtenberg,low,52.5649,13.50833,1_room,1,31.6,1,6,modern_1990_2010,C,hinterhaus,renovierungsbedürftig,TRUE,TRUE,FALSE,Mohrenstraße,U2,122,10.36,275,82,357,8.73,TRUE,2,386,2025,2
R017739,11/16/2025,Weißensee,Pankow,medium,52.56086,13.46689,3_room,3,82.3,5,5,altbau_pre_1949,F,gartenhaus,renovierungsbedürftig,FALSE,FALSE,FALSE,Märkisches Museum,U2,70,7.81,1154,294,1448,14.02,FALSE,2,1564,2025,11
R017740,3/11/2021,Konradshöhe,Reinickendorf,medium,52.59466,13.21031,3_room,3,76,1,6,altbau_pre_1949,E,gartenhaus,modernisiert,TRUE,FALSE,TRUE,Voltastraße,U8,157,14.28,766,279,1045,10.07,TRUE,3,1128,2021,3
R017741,2/22/2026,Spandau (Ort),Spandau,low,52.54653,13.19933,1_room,1,34.4,4,6,altbau_pre_1949,E,vorderhaus,kernsaniert,FALSE,TRUE,FALSE,Rathaus Spandau,U7,8,12.53,381,136,516,11.07,FALSE,3,558,2026,2
R017742,10/14/2023,Friedrichshagen,Treptow-Köpenick,medium,52.4478,13.63366,1_room,1,36.7,3,6,modern_1990_2010,B,vorderhaus,kernsaniert,TRUE,TRUE,FALSE,Gleisdreieck,U1,217,18.93,710,153,863,19.34,FALSE,3,932,2023,10
R017743,6/25/2021,Friedenau,Tempelhof-Schöneberg,high,52.48113,13.33065,2_room,2,64.9,6,8,altbau_pre_1949,G,vorderhaus,saniert,FALSE,TRUE,FALSE,Friedenau S,S1,4,5.04,800,202,1002,12.32,FALSE,3,1082,2021,6
R017744,11/2/2022,Wittenau,Reinickendorf,low,52.59224,13.3187,2_room,2,55.4,3,5,modern_1990_2010,F,vorderhaus,renovierungsbedürftig,TRUE,FALSE,FALSE,Rathaus Reinickendorf,U8,18,9.34,546,222,768,9.86,FALSE,3,829,2022,11
R017745,9/8/2022,Karow,Pankow,low,52.62029,13.47065,3_room,3,113.6,1,3,altbau_pre_1949,F,vorderhaus,kernsaniert,FALSE,FALSE,FALSE,Moritzplatz,U8,161,13.16,954,485,1439,8.39,FALSE,2,1554,2022,9
R017746,9/8/2021,Kladow,Spandau,medium,52.45271,13.13387,1_room,1,30,3,5,modern_1990_2010,C,hinterhaus,renoviert,TRUE,TRUE,FALSE,Berliner Straße,U7,162,17.96,203,100,303,6.75,TRUE,3,328,2021,9
R017747,9/4/2020,Charlottenburg-Nord,Charlottenburg-Wilmersdorf,medium,52.54231,13.29445,2_room,2,50.3,3,6,post_war_1949_1990,F,seitenflügel,modernisiert,TRUE,TRUE,FALSE,Zoologischer Garten,U2,50,6.33,388,167,555,7.71,TRUE,2,600,2020,9
R017748,6/17/2024,Baumschulenweg,Treptow-Köpenick,medium,52.45091,13.47009,2_room,2,67.3,2,4,altbau_pre_1949,H,vorderhaus,saniert,FALSE,TRUE,FALSE,Nollendorfplatz,U1,114,9.59,728,173,901,10.81,TRUE,3,973,2024,6
R017749,6/18/2023,Wannsee,Steglitz-Zehlendorf,high,52.42207,13.16982,2_room,2,59.7,1,6,post_war_1949_1990,H,vorderhaus,modernisiert,FALSE,TRUE,FALSE,Wannsee,S1,0,17.55,1017,248,1264,17.04,TRUE,2,1366,2023,6
R017750,5/4/2020,Plänterwald,Treptow-Köpenick,medium,52.47206,13.46491,3_room,3,81.6,0,5,post_war_1949_1990,B,gartenhaus,kernsaniert,FALSE,TRUE,FALSE,Neukölln,U7,41,7.68,814,250,1064,9.98,FALSE,3,1149,2020,5
R017751,6/3/2022,Charlottenburg,Charlottenburg-Wilmersdorf,high,52.5251,13.30731,1_room,1,30.5,4,4,post_war_1949_1990,E,vorderhaus,modernisiert,FALSE,TRUE,FALSE,Innsbrucker Platz,S Ringbahn,62,4.86,509,103,612,16.69,FALSE,3,661,2022,6
R017752,6/11/2023,Hansaviertel,Mitte,high,52.50945,13.34064,4_room,4,93.6,4,6,post_war_1949_1990,F,seitenflügel,saniert,FALSE,TRUE,FALSE,Mendelssohn-Bartholdy,U2,31,2.62,1468,445,1913,15.68,FALSE,3,2066,2023,6
R017753,6/29/2025,Alt-Treptow,Treptow-Köpenick,medium,52.48972,13.46751,4_room,4,120.4,3,4,post_war_1949_1990,D,hinterhaus,modernisiert,FALSE,TRUE,FALSE,Mohrenstraße,U2,56,6.76,1517,404,1922,12.6,FALSE,2,2075,2025,6
R017754,11/6/2021,Falkenhagener Feld,Spandau,low,52.5476,13.17793,3_room,3,81.4,0,6,post_war_1949_1990,E,vorderhaus,saniert,TRUE,FALSE,FALSE,Rathaus Spandau,U7,25,13.95,551,231,782,6.76,TRUE,2,845,2021,11
R017755,9/15/2020,Waidmannslust,Reinickendorf,low,52.5951,13.31491,3_room,3,60.8,0,5,modern_1990_2010,B,hinterhaus,kernsaniert,TRUE,FALSE,FALSE,Wittenau U,U8,18,9.74,566,207,773,9.3,FALSE,3,835,2020,9
R017756,12/3/2025,Gropiusstadt,Neukölln,low,52.42348,13.46139,1_room,1,36.1,4,4,altbau_pre_1949,E,seitenflügel,modernisiert,FALSE,FALSE,FALSE,Lipschitzallee,U7,4,11.78,333,117,450,9.23,FALSE,3,486,2025,12
R017757,4/1/2026,Plänterwald,Treptow-Köpenick,medium,52.49261,13.48404,4_room,4,120.5,6,6,post_war_1949_1990,D,hinterhaus,saniert,FALSE,TRUE,FALSE,Storkower Straße,S Ringbahn,55,7.66,1178,321,1499,9.77,TRUE,3,1618,2026,4
R017758,9/19/2022,Reinickendorf (Ort),Reinickendorf,low,52.56312,13.33707,5_room_plus,5,140.4,1,8,post_war_1949_1990,F,gartenhaus,renovierungsbedürftig,TRUE,TRUE,FALSE,Paracelsus-Bad,U8,16,5.89,1247,715,1962,8.88,FALSE,3,2119,2022,9
R017759,7/19/2023,Marienfelde,Tempelhof-Schöneberg,low,52.41184,13.35795,1_room,1,40.9,3,8,altbau_pre_1949,D,hinterhaus,modernisiert,FALSE,TRUE,TRUE,Innsbrucker Platz,S Ringbahn,92,11.69,425,171,595,10.38,FALSE,3,643,2023,7
R017760,11/25/2020,Frohnau,Reinickendorf,medium,52.62989,13.29151,1_room,1,50.1,2,5,altbau_pre_1949,F,hinterhaus,renovierungsbedürftig,FALSE,FALSE,TRUE,Ernst-Reuter-Platz,U2,164,13.91,369,143,512,7.36,TRUE,3,553,2020,11
R017761,6/14/2024,Kladow,Spandau,medium,52.45968,13.14762,2_room,2,67,0,4,post_war_1949_1990,D,vorderhaus,renovierungsbedürftig,TRUE,TRUE,FALSE,Nikolassee,S1,52,16.8,703,210,913,10.49,TRUE,3,986,2024,6
R017762,11/21/2025,Falkenhagener Feld,Spandau,low,52.5474,13.17916,2_room,2,54.8,8,8,post_war_1949_1990,F,vorderhaus,renoviert,FALSE,TRUE,FALSE,Zoologischer Garten S,Stadtbahn,136,13.87,444,182,626,8.11,FALSE,2,677,2025,11
R017763,2/5/2021,Falkenberg,Lichtenberg,low,52.59214,13.54084,1_room,1,27.4,5,5,post_war_1949_1990,E,gartenhaus,modernisiert,TRUE,TRUE,TRUE,Jannowitzbrücke,Stadtbahn,137,13.88,113,74,187,4.13,TRUE,1,202,2021,2
R017764,9/23/2023,Lichterfelde,Steglitz-Zehlendorf,medium,52.42495,13.31405,2_room,2,53.2,2,4,post_war_1949_1990,E,vorderhaus,renovierungsbedürftig,FALSE,TRUE,TRUE,Mohrenstraße,U2,129,11.03,623,211,834,11.72,FALSE,3,901,2023,9
R017765,9/9/2023,Rudow,Neukölln,low,52.42718,13.4893,1_room,1,44.6,0,4,altbau_pre_1949,G,vorderhaus,kernsaniert,FALSE,TRUE,FALSE,Parchimer Allee,U7,54,12.46,351,152,503,7.86,FALSE,3,544,2023,9
R017766,10/22/2025,Karow,Pankow,low,52.61323,13.47527,3_room,3,96.9,4,4,altbau_pre_1949,G,vorderhaus,modernisiert,FALSE,TRUE,TRUE,Rathaus Neukölln,U7,185,12.64,844,266,1110,8.71,FALSE,3,1199,2025,10
R017767,3/27/2025,Friedenau,Tempelhof-Schöneberg,high,52.45982,13.31741,4_room,4,137.2,2,4,new_post_2010,B,seitenflügel,modernisiert,FALSE,FALSE,FALSE,Bundesplatz,S Ringbahn,10,7.49,3003,351,3353,21.89,FALSE,3,3621,2025,3
R017768,7/18/2025,Hellersdorf,Marzahn-Hellersdorf,low,52.53555,13.59173,3_room,3,85.6,3,4,post_war_1949_1990,C,vorderhaus,modernisiert,FALSE,FALSE,FALSE,Südkreuz,S Ringbahn,211,14.64,591,223,813,6.9,FALSE,3,878,2025,7
R017769,4/21/2026,Wilmersdorf,Charlottenburg-Wilmersdorf,high,52.48528,13.31194,3_room,3,81.4,4,4,post_war_1949_1990,F,vorderhaus,renovierungsbedürftig,FALSE,FALSE,TRUE,Wilmersdorfer Straße,U7,31,5.63,1386,264,1650,17.03,TRUE,3,1782,2026,4
R017770,4/14/2023,Falkenhagener Feld,Spandau,low,52.54135,13.17739,1_room,1,29.1,4,4,post_war_1949_1990,E,seitenflügel,modernisiert,TRUE,FALSE,FALSE,Rathaus Spandau,U7,24,13.83,150,147,297,5.17,FALSE,3,321,2023,4
R017771,4/28/2026,Hansaviertel,Mitte,high,52.51423,13.36325,5_room_plus,5,121.6,5,6,new_post_2010,B,vorderhaus,kernsaniert,FALSE,FALSE,FALSE,Potsdamer Platz,U2,31,1,4197,478,4675,34.51,FALSE,2,5049,2026,4
R017772,9/9/2021,Moabit,Mitte,medium,52.52387,13.34651,1_room,1,34.1,4,6,altbau_pre_1949,E,vorderhaus,saniert,TRUE,TRUE,TRUE,Mehringdamm,U7,67,2.27,574,135,710,16.86,TRUE,3,766,2021,9
R017773,11/17/2022,Kladow,Spandau,medium,52.44421,13.15252,2_room,2,59.4,0,6,post_war_1949_1990,G,seitenflügel,renovierungsbedürftig,FALSE,TRUE,FALSE,Schlachtensee,S1,66,17.23,462,227,690,7.78,TRUE,3,745,2022,11
R017774,8/28/2021,Westend,Charlottenburg-Wilmersdorf,high,52.50887,13.25216,1_room,1,35.8,5,5,new_post_2010,A,hinterhaus,saniert,FALSE,TRUE,TRUE,Adenauerplatz,U7,41,8.54,706,141,847,19.69,FALSE,3,915,2021,8
R017775,9/2/2021,Moabit,Mitte,medium,52.53646,13.32595,2_room,2,46.1,3,3,post_war_1949_1990,D,gartenhaus,kernsaniert,FALSE,TRUE,FALSE,Jungfernheide S,S Ringbahn,38,4.16,614,150,764,13.31,TRUE,3,826,2021,9
R017776,1/22/2025,Falkenhagener Feld,Spandau,low,52.55335,13.1863,1_room,1,33.1,4,4,post_war_1949_1990,D,gartenhaus,modernisiert,FALSE,FALSE,FALSE,Hackescher Markt,Stadtbahn,184,13.59,257,125,382,7.76,FALSE,3,413,2025,1
R017777,11/29/2023,Staaken,Spandau,low,52.5422,13.1628,1_room,1,28.8,5,5,altbau_pre_1949,D,vorderhaus,modernisiert,FALSE,TRUE,FALSE,Bundesplatz,S Ringbahn,172,14.82,203,135,339,7.07,TRUE,3,366,2023,11
R017778,4/11/2023,Baumschulenweg,Treptow-Köpenick,medium,52.45704,13.47754,2_room,2,67.4,0,6,altbau_pre_1949,F,vorderhaus,kernsaniert,FALSE,TRUE,FALSE,Sonnenallee,S Ringbahn,22,9.44,894,245,1139,13.26,TRUE,2,1230,2023,4
R017779,1/24/2024,Westend,Charlottenburg-Wilmersdorf,high,52.51679,13.26792,5_room_plus,5,232.2,4,6,post_war_1949_1990,E,vorderhaus,saniert,TRUE,TRUE,TRUE,Mehringdamm,U7,105,7.43,3289,883,4172,14.17,TRUE,3,4506,2024,1
R017780,9/3/2025,Siemensstadt,Spandau,low,52.5367,13.26132,3_room,3,89.8,3,5,altbau_pre_1949,H,hinterhaus,kernsaniert,FALSE,TRUE,TRUE,Lipschitzallee,U7,232,8.19,740,354,1094,8.24,TRUE,2,1182,2025,9
R017781,4/16/2025,Karlshorst,Lichtenberg,medium,52.49027,13.52415,3_room,3,80.2,2,5,post_war_1949_1990,H,vorderhaus,renovierungsbedürftig,TRUE,TRUE,TRUE,Neukölln,U7,75,10.33,516,320,836,6.44,TRUE,3,903,2025,4
R017782,10/12/2023,Buckow,Neukölln,low,52.41897,13.44621,1_room,1,33.4,5,6,new_post_2010,B,vorderhaus,saniert,FALSE,FALSE,FALSE,Anhalter Bahnhof,S1,116,11.78,369,160,529,11.02,FALSE,1,571,2023,10
R017783,7/20/2024,Mariendorf,Tempelhof-Schöneberg,medium,52.44094,13.39823,3_room,3,95.6,2,4,post_war_1949_1990,F,vorderhaus,renovierungsbedürftig,TRUE,TRUE,FALSE,Prinzenstraße,U1,90,8.49,852,316,1169,8.91,FALSE,2,1262,2024,7
R017784,1/13/2020,Staaken,Spandau,low,52.52328,13.14966,2_room,2,59.5,5,5,post_war_1949_1990,F,seitenflügel,renoviert,FALSE,TRUE,FALSE,Rohrdamm,U7,81,15.45,282,199,481,4.74,FALSE,1,520,2020,1
R017785,11/13/2025,Konradshöhe,Reinickendorf,medium,52.60585,13.21692,2_room,2,51,5,5,post_war_1949_1990,F,vorderhaus,saniert,TRUE,FALSE,FALSE,Kurfürstendamm,U1,160,14.74,529,159,688,10.36,TRUE,3,743,2025,11
R017786,7/23/2020,Nikolassee,Steglitz-Zehlendorf,high,52.43092,13.19927,2_room,2,53.8,1,5,post_war_1949_1990,E,gartenhaus,saniert,FALSE,TRUE,TRUE,Nikolassee,S1,0,15.37,618,159,776,11.48,FALSE,3,839,2020,7
R017787,9/26/2023,Lübars,Reinickendorf,medium,52.60411,13.36311,4_room,4,109.8,3,4,altbau_pre_1949,D,hinterhaus,saniert,FALSE,FALSE,FALSE,Klosterstraße,U2,130,9.81,1183,436,1619,10.77,TRUE,2,1749,2023,9
R017788,4/28/2021,Mariendorf,Tempelhof-Schöneberg,medium,52.44713,13.3983,2_room,2,57.4,1,6,post_war_1949_1990,D,gartenhaus,saniert,TRUE,FALSE,FALSE,Görlitzer Bahnhof,U1,91,7.82,483,146,629,8.41,FALSE,3,679,2021,4
R017789,10/15/2025,Wartenberg,Lichtenberg,low,52.58686,13.52568,2_room,2,70.8,3,6,post_war_1949_1990,F,vorderhaus,renovierungsbedürftig,TRUE,TRUE,FALSE,Weinmeisterstraße,U8,121,12.71,427,255,682,6.03,FALSE,2,737,2025,10
R017790,11/28/2024,Tempelhof,Tempelhof-Schöneberg,medium,52.46636,13.3913,4_room,4,146.5,2,8,post_war_1949_1990,A,hinterhaus,saniert,TRUE,FALSE,FALSE,Eisenacher Straße,U7,41,5.63,2046,482,2528,13.96,FALSE,3,2731,2024,11
R017791,3/11/2026,Friedrichsfelde,Lichtenberg,low,52.50872,13.52441,3_room,3,70.2,2,3,post_war_1949_1990,E,hinterhaus,modernisiert,FALSE,TRUE,TRUE,Moritzplatz,U8,89,9.96,724,215,939,10.32,FALSE,2,1014,2026,3
R017792,6/14/2024,Neukölln (Ort),Neukölln,medium,52.47347,13.45225,2_room,2,49.6,0,4,post_war_1949_1990,D,vorderhaus,kernsaniert,FALSE,FALSE,TRUE,Hallesches Tor,U1,50,6.94,517,188,704,10.42,TRUE,3,760,2024,6
R017793,9/4/2025,Prenzlauer Berg,Pankow,high,52.53955,13.41823,4_room,4,88.5,2,5,altbau_pre_1949,F,hinterhaus,kernsaniert,FALSE,TRUE,TRUE,Senefelderplatz,U2,10,3.77,1883,240,2123,21.28,TRUE,3,2293,2025,9
R017794,3/30/2026,Wartenberg,Lichtenberg,low,52.58196,13.50854,3_room,3,103.3,2,4,altbau_pre_1949,G,vorderhaus,kernsaniert,FALSE,FALSE,FALSE,Fehrbelliner Platz,U7,203,11.47,739,266,1004,7.15,TRUE,1,1085,2026,3
R017795,6/15/2023,Lichtenrade,Tempelhof-Schöneberg,low,52.38621,13.40369,2_room,2,70,4,5,altbau_pre_1949,H,vorderhaus,modernisiert,FALSE,TRUE,TRUE,Hermannstraße,U8,102,14.57,568,341,909,8.12,FALSE,3,982,2023,6
R017796,5/20/2020,Friedrichshain,Friedrichshain-Kreuzberg,high,52.5176,13.44981,1_room,1,40.8,2,4,post_war_1949_1990,H,seitenflügel,renoviert,TRUE,TRUE,FALSE,Charlottenburg S,Stadtbahn,125,4.88,348,112,460,8.52,TRUE,3,497,2020,5
R017797,3/20/2023,Grunewald,Charlottenburg-Wilmersdorf,high,52.48709,13.25135,3_room,3,73.7,1,5,post_war_1949_1990,E,vorderhaus,saniert,FALSE,TRUE,FALSE,Wutzkyallee,U7,202,9.15,1451,300,1751,19.68,TRUE,3,1891,2023,3
R017798,8/16/2020,Heiligensee,Reinickendorf,medium,52.62483,13.23025,4_room,4,93.4,1,4,post_war_1949_1990,C,vorderhaus,saniert,FALSE,FALSE,FALSE,Fehrbelliner Platz,U7,185,15.65,513,303,817,5.5,FALSE,3,882,2020,8
R017799,7/13/2023,Blankenburg,Pankow,low,52.59255,13.43666,2_room,2,51.3,4,6,post_war_1949_1990,F,vorderhaus,renoviert,FALSE,TRUE,TRUE,Karl-Bonhoeffer-Nervenklinik,U8,89,9.37,469,253,722,9.15,FALSE,3,780,2023,7
R017800,12/13/2020,Schöneberg,Tempelhof-Schöneberg,high,52.47867,13.36311,4_room,4,82.7,5,8,modern_1990_2010,B,vorderhaus,renovierungsbedürftig,FALSE,TRUE,FALSE,Bülowstraße,U2,28,4.3,1097,267,1364,13.26,TRUE,3,1473,2020,12
R017801,1/11/2023,Haselhorst,Spandau,low,52.54584,13.24386,2_room,2,64.8,1,5,altbau_pre_1949,G,vorderhaus,modernisiert,TRUE,TRUE,FALSE,Altstadt Spandau,U7,24,9.63,554,342,897,8.56,TRUE,2,968,2023,1
R017802,1/8/2022,Treptow,Treptow-Köpenick,medium,52.48328,13.44977,1_room,1,47.6,3,6,post_war_1949_1990,C,vorderhaus,renovierungsbedürftig,FALSE,TRUE,FALSE,Schönleinstraße,U8,37,6.11,520,126,646,10.91,TRUE,3,697,2022,1
R017803,11/24/2025,Friedrichshain,Friedrichshain-Kreuzberg,high,52.50968,13.45883,3_room,3,103.4,0,5,altbau_pre_1949,F,seitenflügel,modernisiert,FALSE,FALSE,FALSE,Berlin Hauptbahnhof,Stadtbahn,71,5.54,2083,377,2459,20.15,FALSE,3,2656,2025,11
R017804,3/21/2025,Charlottenburg-Nord,Charlottenburg-Wilmersdorf,medium,52.52209,13.28687,2_room,2,42.3,5,6,modern_1990_2010,E,vorderhaus,kernsaniert,TRUE,TRUE,FALSE,Jungfernheide U,U7,7,6.18,724,107,831,17.1,TRUE,3,897,2025,3
R017805,5/27/2021,Wartenberg,Lichtenberg,low,52.58493,13.52652,3_room,3,52,4,6,post_war_1949_1990,E,hinterhaus,modernisiert,TRUE,FALSE,FALSE,Leinestraße,U8,168,12.63,321,203,524,6.18,TRUE,2,566,2021,5
R017806,5/22/2023,Schmöckwitz,Treptow-Köpenick,medium,52.37035,13.63682,3_room,3,109.2,5,5,new_post_2010,A,vorderhaus,kernsaniert,FALSE,FALSE,FALSE,Klosterstraße,U2,271,23.91,1349,404,1753,12.35,FALSE,2,1893,2023,5
R017807,5/1/2022,Kaulsdorf,Marzahn-Hellersdorf,low,52.50442,13.6031,4_room,4,129.6,3,8,post_war_1949_1990,G,vorderhaus,modernisiert,FALSE,TRUE,TRUE,Botanischer Garten,S1,246,15.31,945,337,1282,7.29,TRUE,3,1385,2022,5
R017808,8/5/2021,Baumschulenweg,Treptow-Köpenick,medium,52.46193,13.48186,3_room,3,87.5,2,3,post_war_1949_1990,F,vorderhaus,kernsaniert,FALSE,TRUE,FALSE,Leinestraße,U8,42,9.29,588,253,841,6.72,TRUE,3,908,2021,8
R017809,7/18/2020,Tegel,Reinickendorf,medium,52.57898,13.27862,1_room,1,44.3,1,8,altbau_pre_1949,F,seitenflügel,kernsaniert,FALSE,FALSE,FALSE,Moritzplatz,U8,142,9.67,293,142,434,6.61,TRUE,3,469,2020,7
R017810,11/11/2023,Adlershof,Treptow-Köpenick,medium,52.43689,13.53878,3_room,3,74.5,2,6,modern_1990_2010,C,hinterhaus,modernisiert,TRUE,FALSE,FALSE,Warschauer Straße,U1,124,14.04,1138,292,1430,15.27,FALSE,3,1544,2023,11
R017811,12/21/2023,Mahlsdorf,Marzahn-Hellersdorf,low,52.49329,13.60219,2_room,2,70.4,3,4,altbau_pre_1949,F,vorderhaus,renoviert,FALSE,FALSE,FALSE,Treptower Park,S Ringbahn,133,15.41,679,278,957,9.65,FALSE,1,1033,2023,12
